metric,value
sim_duration_s,300
global_throughput_kbps,2.14755
global_pdr,0.364423
global_avg_delay_ms,4.61336
global_jitter_ms,1.47349
total_tx,156
total_rx,56
total_lost,100
routing_overhead_ratio,0.962291
ctrl_bytes_per_sec,828
avg_rekey_latency_ms,0
total_rekeys,903
global_avg_sinr_db,-2.07517
global_min_sinr_db,-17.2811
jammed_uav_count,18
