uav_id,cluster_id,throughput_kbps,pdr,avg_delay_ms,sinr_db,jammed,drop_prob
0,0,0.039256,1,6.61368,-2.10028,1,0.404011
1,0,0,0,0,4.81619,1,0.127352
2,0,0,0,0,3.01986,1,0.199206
3,0,0,0,0,1.23109,1,0.270756
4,0,0,0,0,1.96807,1,0.241277
5,0,0,0,0,2.99163,1,0.200335
6,1,0,0,0,1.05071,1,0.277972
7,1,0,0,0,-6.65186,1,0.586074
8,1,0,0,0,1.47987,1,0.260805
9,1,0,0,0,-7.89887,1,0.635955
10,1,0,0,0,4.0923,1,0.156308
11,1,0,0,0,2.33739,1,0.226504
12,2,0,0,0,3.63789,1,0.174485
13,2,0,0,0,4.12368,1,0.155053
14,2,0,0,0,3.66254,1,0.173498
15,2,0,0,0,0.937615,1,0.282495
16,2,0,0,0,1.80401,1,0.24784
17,2,0,0,0,4.53874,1,0.13845
