uav_id,cluster_id,throughput_kbps,pdr,avg_delay_ms,sinr_db,jammed,drop_prob
0,0,0.0425227,1,5.36745,-12.9856,1,0.8
1,0,0,0,0,-5.15522,1,0.526209
2,0,0,0,0,-8.09033,1,0.643613
3,0,0,0,0,-10.5441,1,0.741762
4,0,0,0,0,-13.8643,1,0.8
5,0,0,0,0,-1.3956,1,0.375824
6,1,0,0,0,-0.781714,1,0.351269
7,1,0,0,0,1.55222,1,0.257911
8,1,0,0,0,-0.708051,1,0.348322
9,1,0,0,0,1.65096,1,0.253962
10,1,0,0,0,-5.87589,1,0.555036
11,1,0,0,0,-2.1236,1,0.404944
12,2,0,0,0,1.27458,1,0.269017
13,2,0,0,0,1.51815,1,0.259274
14,2,0,0,0,2.22504,1,0.230999
15,2,0,0,0,-1.16448,1,0.366579
16,2,0,0,0,1.99041,1,0.240384
17,2,0,0,0,-3.22349,1,0.448939
