uav_id,cluster_id,throughput_kbps,pdr,avg_delay_ms,sinr_db,jammed,drop_prob
0,0,2.24943,0.181818,2.50028,-6.47713,1,0.579085
1,0,0,0,0,-0.653016,1,0.346121
2,0,0,0,0,0.174361,1,0.313026
3,0,0,0,0,1.84802,1,0.246079
4,0,0,0,0,-5.22553,1,0.529021
5,0,0,0,0,0.839849,1,0.286406
6,1,0,0,0,0.449136,1,0.302035
7,1,0,0,0,-3.05957,1,0.442383
8,1,0,0,0,-9.9412,1,0.717648
9,1,0,0,0,-1.5219,1,0.380876
10,1,0,0,0,-3.29582,1,0.451833
11,1,0,0,0,-0.887665,1,0.355507
12,2,0,0,0,-8.77273,1,0.670909
13,2,0,0,0,-3.9666,1,0.478664
14,2,0,0,0,-17.9711,1,0.8
15,2,0,0,0,-2.93226,1,0.43729
16,2,0,0,0,-0.00879381,1,0.320352
17,2,0,0,0,-4.91139,1,0.516456
