time_s,cluster_id,trigger,latency_ms,tek_version
60,0,PERIODIC,0.688522,10
60,1,PERIODIC,0.65309,2
60,2,PERIODIC,0.560018,2
60,0,KDC_INIT,0.666241,11
60,1,KDC_INIT,0.552782,3
60,2,KDC_INIT,0.643851,3
80,0,HANDOVER,1.0186,12
80,1,HANDOVER,0.713355,8
