time_s,cluster_id,trigger,latency_ms,tek_version
60,0,PERIODIC,0.708956,12
60,1,PERIODIC,0.631829,2
60,2,PERIODIC,0.559761,2
60,0,KDC_INIT,0.629229,13
60,1,KDC_INIT,0.517349,3
60,2,KDC_INIT,0.52645,3
80,0,HANDOVER,0.741468,14
80,1,HANDOVER,0.70926,6
