time_s,cluster_id,trigger,latency_ms,tek_version
60,0,PERIODIC,1.48845,12
60,1,PERIODIC,0.81698,2
60,2,PERIODIC,0.768579,2
60,0,KDC_INIT,0.600594,13
60,1,KDC_INIT,0.682231,3
60,2,KDC_INIT,0.574235,3
80,0,HANDOVER,0.807474,14
80,1,HANDOVER,0.677758,6
