time_s,event_type,uav_id,cluster_id,details
4.98745,JOIN,0,0,ok
8.41166,LEAVE,1,0,ok
21.9874,JOIN,1,0,ok
29.8117,LEAVE,2,1,ok
38.9874,JOIN,2,1,ok
50,COMPROMISE,0,0,reason=0
50,COMPROMISE,0,0,hmac_fail
51.2117,LEAVE,3,1,ok
55.9874,JOIN,3,1,ok
60,BATCH_REKEY,255,ALL,global
72.6117,LEAVE,4,2,ok
72.9874,JOIN,4,2,ok
80,HANDOVER,1,0→1
89.9874,JOIN,5,2,ok
94.0117,LEAVE,5,2,ok
106.987,JOIN,0,0,ok
115.412,LEAVE,0,0,ok
123.987,JOIN,1,0,ok
136.812,LEAVE,1,0,ok
140.987,JOIN,2,1,ok
157.987,JOIN,3,1,ok
158.212,LEAVE,2,1,ok
174.987,JOIN,4,2,ok
179.612,LEAVE,3,1,ok
191.987,JOIN,5,2,ok
201.012,LEAVE,4,2,ok
208.987,JOIN,0,0,ok
222.412,LEAVE,5,2,ok
225.987,JOIN,1,0,ok
242.987,JOIN,2,1,ok
243.812,LEAVE,0,0,ok
259.987,JOIN,3,1,ok
265.212,LEAVE,1,0,ok
276.987,JOIN,4,2,ok
286.612,LEAVE,2,1,ok
