time_s,event_type,uav_id,cluster_id,details
4.98745,JOIN,0,0,ok
8.41166,LEAVE,1,0,ok
20.4874,JOIN,1,0,ok
28.0117,LEAVE,2,0,ok
35.9874,JOIN,2,0,ok
47.6117,LEAVE,3,1,ok
50,COMPROMISE,0,0,reason=0
50,COMPROMISE,0,0,hmac_fail
51.4874,JOIN,3,1,ok
60,BATCH_REKEY,255,ALL,global
66.9874,JOIN,4,1,ok
67.2117,LEAVE,4,1,ok
80,HANDOVER,1,0→1
82.4874,JOIN,5,1,ok
86.8117,LEAVE,5,1,ok
97.9874,JOIN,6,2,ok
106.412,LEAVE,6,2,ok
113.487,JOIN,7,2,ok
126.012,LEAVE,7,2,ok
128.987,JOIN,8,2,ok
144.487,JOIN,0,0,ok
145.612,LEAVE,8,2,ok
159.987,JOIN,1,0,ok
165.212,LEAVE,0,0,ok
175.487,JOIN,2,0,ok
184.812,LEAVE,1,0,ok
190.987,JOIN,3,1,ok
204.412,LEAVE,2,0,ok
206.487,JOIN,4,1,ok
221.987,JOIN,5,1,ok
224.012,LEAVE,3,1,ok
237.487,JOIN,6,2,ok
243.612,LEAVE,4,1,ok
252.987,JOIN,7,2,ok
263.212,LEAVE,5,1,ok
268.487,JOIN,8,2,ok
282.812,LEAVE,6,2,ok
283.987,JOIN,0,0,ok
