time_s,cluster_id,trigger,latency_ms,tek_version
60,0,PERIODIC,0.627218,12
60,1,PERIODIC,0.570837,2
60,2,PERIODIC,0.639185,2
60,0,KDC_INIT,0.627356,13
60,1,KDC_INIT,0.628504,3
60,2,KDC_INIT,0.616776,3
80,0,HANDOVER,0.688118,16
80,1,HANDOVER,0.650068,6
