time_s,cluster_id,trigger,latency_ms,tek_version
60,0,PERIODIC,0.685556,8
60,1,PERIODIC,0.548281,2
60,2,PERIODIC,0.541815,2
60,0,KDC_INIT,0.625298,9
60,1,KDC_INIT,0.532751,3
60,2,KDC_INIT,0.569937,3
80,0,HANDOVER,0.732881,10
80,1,HANDOVER,0.544221,4
