time_s,event_type,uav_id,cluster_id,details
6.18617,JOIN,0,0,ok
8.73374,LEAVE,1,0,ok
17.1862,JOIN,1,0,ok
22.9337,LEAVE,2,0,ok
28.1862,JOIN,2,0,ok
37.1337,LEAVE,3,0,ok
39.1862,JOIN,3,0,ok
50,COMPROMISE,0,0,reason=0
50,COMPROMISE,0,0,hmac_fail
50.1862,JOIN,4,0,ok
51.3337,LEAVE,4,0,ok
60,BATCH_REKEY,255,ALL,global
61.1862,JOIN,5,0,ok
65.5337,LEAVE,5,0,ok
72.1862,JOIN,6,1,ok
79.7337,LEAVE,6,1,ok
80,HANDOVER,1,0→1
83.1862,JOIN,7,1,ok
93.9337,LEAVE,7,1,ok
94.1862,JOIN,8,1,ok
105.186,JOIN,9,1,ok
108.134,LEAVE,8,1,ok
116.186,JOIN,10,1,ok
122.334,LEAVE,9,1,ok
127.186,JOIN,11,1,ok
136.534,LEAVE,10,1,ok
138.186,JOIN,12,2,ok
149.186,JOIN,13,2,ok
150.734,LEAVE,11,1,ok
160.186,JOIN,14,2,ok
164.934,LEAVE,12,2,ok
171.186,JOIN,15,2,ok
179.134,LEAVE,13,2,ok
182.186,JOIN,16,2,ok
193.186,JOIN,17,2,ok
193.334,LEAVE,14,2,ok
204.186,JOIN,0,0,ok
207.534,LEAVE,15,2,ok
215.186,JOIN,1,0,ok
221.734,LEAVE,16,2,ok
226.186,JOIN,2,0,ok
235.934,LEAVE,17,2,ok
237.186,JOIN,3,0,ok
248.186,JOIN,4,0,ok
250.134,LEAVE,0,0,ok
259.186,JOIN,5,0,ok
264.334,LEAVE,1,0,ok
270.186,JOIN,6,1,ok
278.534,LEAVE,2,0,ok
281.186,JOIN,7,1,ok
