time_s,cluster_id,trigger,latency_ms,tek_version
60,0,PERIODIC,0.708231,6
60,1,PERIODIC,0.602559,2
60,2,PERIODIC,0.79245,2
60,0,KDC_INIT,0.684353,7
60,1,KDC_INIT,0.59905,3
60,2,KDC_INIT,0.699112,3
80,0,HANDOVER,0.931767,8
80,1,HANDOVER,0.603147,4
