metric,value
sim_duration_s,300
global_throughput_kbps,0.563861
global_pdr,0.284435
global_avg_delay_ms,4.27939
global_jitter_ms,2.28031
total_tx,250
total_rx,82
total_lost,166
routing_overhead_ratio,0.945688
ctrl_bytes_per_sec,828
avg_rekey_latency_ms,0
total_rekeys,903
global_avg_sinr_db,-1.24843
global_min_sinr_db,-14.816
jammed_uav_count,18
