uav_id,cluster_id,throughput_kbps,pdr,avg_delay_ms,sinr_db,jammed,drop_prob
0,0,0.039256,1,6.56969,1.40337,1,0.263865
1,0,0,0,0,-5.48325,1,0.53933
2,0,0,0,0,1.1471,1,0.274116
3,0,0,0,0,-15.6757,1,0.8
4,0,0,0,0,-0.680156,1,0.347206
5,0,0,0,0,-12.7406,1,0.8
6,1,0,0,0,-3.94091,1,0.477636
7,1,0,0,0,-6.58125,1,0.58325
8,1,0,0,0,-12.9553,1,0.8
9,1,0,0,0,-3.66077,1,0.466431
10,1,0,0,0,-1.566,1,0.38264
11,1,0,0,0,-14.3935,1,0.8
12,2,0,0,0,-4.10225,1,0.48409
13,2,0,0,0,-13.6901,1,0.8
14,2,0,0,0,-2.70866,1,0.428346
15,2,0,0,0,0.174776,1,0.313009
16,2,0,0,0,-1.18826,1,0.36753
17,2,0,0,0,-2.21008,1,0.408403
