time_s,cluster_id,skdc_node,members,reachable,avg_dist_m
1506,0,1,6,1,200
1506,1,2,6,1,250
1506,2,3,6,1,300
1508,0,1,6,1,200
1508,1,2,6,1,250
1508,2,3,6,1,300
1510,0,1,6,1,200
1510,1,2,6,1,250
1510,2,3,6,1,300
1512,0,1,6,1,200
1512,1,2,6,1,250
1512,2,3,6,1,300
1514,0,1,6,1,200
1514,1,2,6,1,250
1514,2,3,6,1,300
1516,0,1,6,1,200
1516,1,2,6,1,250
1516,2,3,6,1,300
1518,0,1,6,1,200
1518,1,2,6,1,250
1518,2,3,6,1,300
1520,0,1,6,1,200
1520,1,2,6,1,250
1520,2,3,6,1,300
1522,0,1,6,1,200
1522,1,2,6,1,250
1522,2,3,6,1,300
1524,0,1,6,1,200
1524,1,2,6,1,250
1524,2,3,6,1,300
1526,0,1,6,1,200
1526,1,2,6,1,250
1526,2,3,6,1,300
1528,0,1,6,1,200
1528,1,2,6,1,250
1528,2,3,6,1,300
1530,0,1,6,1,200
1530,1,2,6,1,250
1530,2,3,6,1,300
1532,0,1,6,1,200
1532,1,2,6,1,250
1532,2,3,6,1,300
1534,0,1,6,1,200
1534,1,2,6,1,250
1534,2,3,6,1,300
1536,0,1,6,1,200
1536,1,2,6,1,250
1536,2,3,6,1,300
1538,0,1,6,1,200
1538,1,2,6,1,250
1538,2,3,6,1,300
1540,0,1,6,1,200
1540,1,2,6,1,250
1540,2,3,6,1,300
1542,0,1,6,1,200
1542,1,2,6,1,250
1542,2,3,6,1,300
1544,0,1,6,1,200
1544,1,2,6,1,250
1544,2,3,6,1,300
1546,0,1,6,1,200
1546,1,2,6,1,250
1546,2,3,6,1,300
1548,0,1,6,1,200
1548,1,2,6,1,250
1548,2,3,6,1,300
1550,0,1,6,1,200
1550,1,2,6,1,250
1550,2,3,6,1,300
1552,0,1,6,1,200
1552,1,2,6,1,250
1552,2,3,6,1,300
1554,0,1,6,1,200
1554,1,2,6,1,250
1554,2,3,6,1,300
1556,0,1,6,1,200
1556,1,2,6,1,250
1556,2,3,6,1,300
1558,0,1,6,1,200
1558,1,2,6,1,250
1558,2,3,6,1,300
1560,0,1,6,1,200
1560,1,2,6,1,250
1560,2,3,6,1,300
1562,0,1,6,1,200
1562,1,2,6,1,250
1562,2,3,6,1,300
1564,0,1,6,1,200
1564,1,2,6,1,250
1564,2,3,6,1,300
1566,0,1,6,1,200
1566,1,2,6,1,250
1566,2,3,6,1,300
1568,0,1,6,1,200
1568,1,2,6,1,250
1568,2,3,6,1,300
1570,0,1,6,1,200
1570,1,2,6,1,250
1570,2,3,6,1,300
1572,0,1,6,1,200
1572,1,2,6,1,250
1572,2,3,6,1,300
1574,0,1,6,1,200
1574,1,2,6,1,250
1574,2,3,6,1,300
1576,0,1,6,1,200
1576,1,2,6,1,250
1576,2,3,6,1,300
1578,0,1,6,1,200
1578,1,2,6,1,250
1578,2,3,6,1,300
1580,0,1,6,1,200
1580,1,2,6,1,250
1580,2,3,6,1,300
1582,0,1,6,1,200
1582,1,2,6,1,250
1582,2,3,6,1,300
1584,0,1,6,1,200
1584,1,2,6,1,250
1584,2,3,6,1,300
1586,0,1,6,1,200
1586,1,2,6,1,250
1586,2,3,6,1,300
1588,0,1,6,1,200
1588,1,2,6,1,250
1588,2,3,6,1,300
1590,0,1,6,1,200
1590,1,2,6,1,250
1590,2,3,6,1,300
1592,0,1,6,1,200
1592,1,2,6,1,250
1592,2,3,6,1,300
1594,0,1,6,1,200
1594,1,2,6,1,250
1594,2,3,6,1,300
1596,0,1,6,1,200
1596,1,2,6,1,250
1596,2,3,6,1,300
1598,0,1,6,1,200
1598,1,2,6,1,250
1598,2,3,6,1,300
1600,0,1,6,1,200
1600,1,2,6,1,250
1600,2,3,6,1,300
1602,0,1,6,1,200
1602,1,2,6,1,250
1602,2,3,6,1,300
1604,0,1,6,1,200
1604,1,2,6,1,250
1604,2,3,6,1,300
1606,0,1,6,1,200
1606,1,2,6,1,250
1606,2,3,6,1,300
1608,0,1,6,1,200
1608,1,2,6,1,250
1608,2,3,6,1,300
1610,0,1,6,1,200
1610,1,2,6,1,250
1610,2,3,6,1,300
1612,0,1,6,1,200
1612,1,2,6,1,250
1612,2,3,6,1,300
1614,0,1,6,1,200
1614,1,2,6,1,250
1614,2,3,6,1,300
1616,0,1,6,1,200
1616,1,2,6,1,250
1616,2,3,6,1,300
1618,0,1,6,1,200
1618,1,2,6,1,250
1618,2,3,6,1,300
1620,0,1,6,1,200
1620,1,2,6,1,250
1620,2,3,6,1,300
1622,0,1,6,1,200
1622,1,2,6,1,250
1622,2,3,6,1,300
1624,0,1,6,1,200
1624,1,2,6,1,250
1624,2,3,6,1,300
1626,0,1,6,1,200
1626,1,2,6,1,250
1626,2,3,6,1,300
1628,0,1,6,1,200
1628,1,2,6,1,250
1628,2,3,6,1,300
1630,0,1,6,1,200
1630,1,2,6,1,250
1630,2,3,6,1,300
1632,0,1,6,1,200
1632,1,2,6,1,250
1632,2,3,6,1,300
1634,0,1,6,1,200
1634,1,2,6,1,250
1634,2,3,6,1,300
1636,0,1,6,1,200
1636,1,2,6,1,250
1636,2,3,6,1,300
1638,0,1,6,1,200
1638,1,2,6,1,250
1638,2,3,6,1,300
1640,0,1,6,1,200
1640,1,2,6,1,250
1640,2,3,6,1,300
1642,0,1,6,1,200
1642,1,2,6,1,250
1642,2,3,6,1,300
1644,0,1,6,1,200
1644,1,2,6,1,250
1644,2,3,6,1,300
1646,0,1,6,1,200
1646,1,2,6,1,250
1646,2,3,6,1,300
1648,0,1,6,1,200
1648,1,2,6,1,250
1648,2,3,6,1,300
1650,0,1,6,1,200
1650,1,2,6,1,250
1650,2,3,6,1,300
1652,0,1,6,1,200
1652,1,2,6,1,250
1652,2,3,6,1,300
1654,0,1,6,1,200
1654,1,2,6,1,250
1654,2,3,6,1,300
1656,0,1,6,1,200
1656,1,2,6,1,250
1656,2,3,6,1,300
1658,0,1,6,1,200
1658,1,2,6,1,250
1658,2,3,6,1,300
1660,0,1,6,1,200
1660,1,2,6,1,250
1660,2,3,6,1,300
1662,0,1,6,1,200
1662,1,2,6,1,250
1662,2,3,6,1,300
1664,0,1,6,1,200
1664,1,2,6,1,250
1664,2,3,6,1,300
1666,0,1,6,1,200
1666,1,2,6,1,250
1666,2,3,6,1,300
1668,0,1,6,1,200
1668,1,2,6,1,250
1668,2,3,6,1,300
1670,0,1,6,1,200
1670,1,2,6,1,250
1670,2,3,6,1,300
1672,0,1,6,1,200
1672,1,2,6,1,250
1672,2,3,6,1,300
1674,0,1,6,1,200
1674,1,2,6,1,250
1674,2,3,6,1,300
1676,0,1,6,1,200
1676,1,2,6,1,250
1676,2,3,6,1,300
1678,0,1,6,1,200
1678,1,2,6,1,250
1678,2,3,6,1,300
1680,0,1,6,1,200
1680,1,2,6,1,250
1680,2,3,6,1,300
1682,0,1,6,1,200
1682,1,2,6,1,250
1682,2,3,6,1,300
1684,0,1,6,1,200
1684,1,2,6,1,250
1684,2,3,6,1,300
1686,0,1,6,1,200
1686,1,2,6,1,250
1686,2,3,6,1,300
1688,0,1,6,1,200
1688,1,2,6,1,250
1688,2,3,6,1,300
1690,0,1,6,1,200
1690,1,2,6,1,250
1690,2,3,6,1,300
1692,0,1,6,1,200
1692,1,2,6,1,250
1692,2,3,6,1,300
1694,0,1,6,1,200
1694,1,2,6,1,250
1694,2,3,6,1,300
1696,0,1,6,1,200
1696,1,2,6,1,250
1696,2,3,6,1,300
1698,0,1,6,1,200
1698,1,2,6,1,250
1698,2,3,6,1,300
1700,0,1,6,1,200
1700,1,2,6,1,250
1700,2,3,6,1,300
1702,0,1,6,1,200
1702,1,2,6,1,250
1702,2,3,6,1,300
1704,0,1,6,1,200
1704,1,2,6,1,250
1704,2,3,6,1,300
1706,0,1,6,1,200
1706,1,2,6,1,250
1706,2,3,6,1,300
1708,0,1,6,1,200
1708,1,2,6,1,250
1708,2,3,6,1,300
1710,0,1,6,1,200
1710,1,2,6,1,250
1710,2,3,6,1,300
1712,0,1,6,1,200
1712,1,2,6,1,250
1712,2,3,6,1,300
1714,0,1,6,1,200
1714,1,2,6,1,250
1714,2,3,6,1,300
1716,0,1,6,1,200
1716,1,2,6,1,250
1716,2,3,6,1,300
1718,0,1,6,1,200
1718,1,2,6,1,250
1718,2,3,6,1,300
1720,0,1,6,1,200
1720,1,2,6,1,250
1720,2,3,6,1,300
1722,0,1,6,1,200
1722,1,2,6,1,250
1722,2,3,6,1,300
1724,0,1,6,1,200
1724,1,2,6,1,250
1724,2,3,6,1,300
1726,0,1,6,1,200
1726,1,2,6,1,250
1726,2,3,6,1,300
1728,0,1,6,1,200
1728,1,2,6,1,250
1728,2,3,6,1,300
1730,0,1,6,1,200
1730,1,2,6,1,250
1730,2,3,6,1,300
1732,0,1,6,1,200
1732,1,2,6,1,250
1732,2,3,6,1,300
1734,0,1,6,1,200
1734,1,2,6,1,250
1734,2,3,6,1,300
1736,0,1,6,1,200
1736,1,2,6,1,250
1736,2,3,6,1,300
1738,0,1,6,1,200
1738,1,2,6,1,250
1738,2,3,6,1,300
1740,0,1,6,1,200
1740,1,2,6,1,250
1740,2,3,6,1,300
1742,0,1,6,1,200
1742,1,2,6,1,250
1742,2,3,6,1,300
1744,0,1,6,1,200
1744,1,2,6,1,250
1744,2,3,6,1,300
1746,0,1,6,1,200
1746,1,2,6,1,250
1746,2,3,6,1,300
1748,0,1,6,1,200
1748,1,2,6,1,250
1748,2,3,6,1,300
1750,0,1,6,1,200
1750,1,2,6,1,250
1750,2,3,6,1,300
1752,0,1,6,1,200
1752,1,2,6,1,250
1752,2,3,6,1,300
1754,0,1,6,1,200
1754,1,2,6,1,250
1754,2,3,6,1,300
1756,0,1,6,1,200
1756,1,2,6,1,250
1756,2,3,6,1,300
1758,0,1,6,1,200
1758,1,2,6,1,250
1758,2,3,6,1,300
1760,0,1,6,1,200
1760,1,2,6,1,250
1760,2,3,6,1,300
1762,0,1,6,1,200
1762,1,2,6,1,250
1762,2,3,6,1,300
1764,0,1,6,1,200
1764,1,2,6,1,250
1764,2,3,6,1,300
1766,0,1,6,1,200
1766,1,2,6,1,250
1766,2,3,6,1,300
1768,0,1,6,1,200
1768,1,2,6,1,250
1768,2,3,6,1,300
1770,0,1,6,1,200
1770,1,2,6,1,250
1770,2,3,6,1,300
1772,0,1,6,1,200
1772,1,2,6,1,250
1772,2,3,6,1,300
1774,0,1,6,1,200
1774,1,2,6,1,250
1774,2,3,6,1,300
1776,0,1,6,1,200
1776,1,2,6,1,250
1776,2,3,6,1,300
1778,0,1,6,1,200
1778,1,2,6,1,250
1778,2,3,6,1,300
1780,0,1,6,1,200
1780,1,2,6,1,250
1780,2,3,6,1,300
1782,0,1,6,1,200
1782,1,2,6,1,250
1782,2,3,6,1,300
1784,0,1,6,1,200
1784,1,2,6,1,250
1784,2,3,6,1,300
1786,0,1,6,1,200
1786,1,2,6,1,250
1786,2,3,6,1,300
1788,0,1,6,1,200
1788,1,2,6,1,250
1788,2,3,6,1,300
1790,0,1,6,1,200
1790,1,2,6,1,250
1790,2,3,6,1,300
1792,0,1,6,1,200
1792,1,2,6,1,250
1792,2,3,6,1,300
1794,0,1,6,1,200
1794,1,2,6,1,250
1794,2,3,6,1,300
1796,0,1,6,1,200
1796,1,2,6,1,250
1796,2,3,6,1,300
1798,0,1,6,1,200
1798,1,2,6,1,250
1798,2,3,6,1,300
1800,0,1,6,1,200
1800,1,2,6,1,250
1800,2,3,6,1,300
1802,0,1,6,1,200
1802,1,2,6,1,250
1802,2,3,6,1,300
1804,0,1,6,1,200
1804,1,2,6,1,250
1804,2,3,6,1,300
1806,0,1,6,1,200
1806,1,2,6,1,250
1806,2,3,6,1,300
1808,0,1,6,1,200
1808,1,2,6,1,250
1808,2,3,6,1,300
1810,0,1,6,1,200
1810,1,2,6,1,250
1810,2,3,6,1,300
1812,0,1,6,1,200
1812,1,2,6,1,250
1812,2,3,6,1,300
1814,0,1,6,1,200
1814,1,2,6,1,250
1814,2,3,6,1,300
1816,0,1,6,1,200
1816,1,2,6,1,250
1816,2,3,6,1,300
1818,0,1,6,1,200
1818,1,2,6,1,250
1818,2,3,6,1,300
1820,0,1,6,1,200
1820,1,2,6,1,250
1820,2,3,6,1,300
1822,0,1,6,1,200
1822,1,2,6,1,250
1822,2,3,6,1,300
1824,0,1,6,1,200
1824,1,2,6,1,250
1824,2,3,6,1,300
1826,0,1,6,1,200
1826,1,2,6,1,250
1826,2,3,6,1,300
1828,0,1,6,1,200
1828,1,2,6,1,250
1828,2,3,6,1,300
1830,0,1,6,1,200
1830,1,2,6,1,250
1830,2,3,6,1,300
1832,0,1,6,1,200
1832,1,2,6,1,250
1832,2,3,6,1,300
1834,0,1,6,1,200
1834,1,2,6,1,250
1834,2,3,6,1,300
1836,0,1,6,1,200
1836,1,2,6,1,250
1836,2,3,6,1,300
1838,0,1,6,1,200
1838,1,2,6,1,250
1838,2,3,6,1,300
1840,0,1,6,1,200
1840,1,2,6,1,250
1840,2,3,6,1,300
1842,0,1,6,1,200
1842,1,2,6,1,250
1842,2,3,6,1,300
1844,0,1,6,1,200
1844,1,2,6,1,250
1844,2,3,6,1,300
1846,0,1,6,1,200
1846,1,2,6,1,250
1846,2,3,6,1,300
1848,0,1,6,1,200
1848,1,2,6,1,250
1848,2,3,6,1,300
1850,0,1,6,1,200
1850,1,2,6,1,250
1850,2,3,6,1,300
1852,0,1,6,1,200
1852,1,2,6,1,250
1852,2,3,6,1,300
1854,0,1,6,1,200
1854,1,2,6,1,250
1854,2,3,6,1,300
1856,0,1,6,1,200
1856,1,2,6,1,250
1856,2,3,6,1,300
1858,0,1,6,1,200
1858,1,2,6,1,250
1858,2,3,6,1,300
1860,0,1,6,1,200
1860,1,2,6,1,250
1860,2,3,6,1,300
1862,0,1,6,1,200
1862,1,2,6,1,250
1862,2,3,6,1,300
1864,0,1,6,1,200
1864,1,2,6,1,250
1864,2,3,6,1,300
1866,0,1,6,1,200
1866,1,2,6,1,250
1866,2,3,6,1,300
1868,0,1,6,1,200
1868,1,2,6,1,250
1868,2,3,6,1,300
1870,0,1,6,1,200
1870,1,2,6,1,250
1870,2,3,6,1,300
1872,0,1,6,1,200
1872,1,2,6,1,250
1872,2,3,6,1,300
1874,0,1,6,1,200
1874,1,2,6,1,250
1874,2,3,6,1,300
1876,0,1,6,1,200
1876,1,2,6,1,250
1876,2,3,6,1,300
1878,0,1,6,1,200
1878,1,2,6,1,250
1878,2,3,6,1,300
1880,0,1,6,1,200
1880,1,2,6,1,250
1880,2,3,6,1,300
1882,0,1,6,1,200
1882,1,2,6,1,250
1882,2,3,6,1,300
1884,0,1,6,1,200
1884,1,2,6,1,250
1884,2,3,6,1,300
1886,0,1,6,1,200
1886,1,2,6,1,250
1886,2,3,6,1,300
1888,0,1,6,1,200
1888,1,2,6,1,250
1888,2,3,6,1,300
1890,0,1,6,1,200
1890,1,2,6,1,250
1890,2,3,6,1,300
1892,0,1,6,1,200
1892,1,2,6,1,250
1892,2,3,6,1,300
1894,0,1,6,1,200
1894,1,2,6,1,250
1894,2,3,6,1,300
1896,0,1,6,1,200
1896,1,2,6,1,250
1896,2,3,6,1,300
1898,0,1,6,1,200
1898,1,2,6,1,250
1898,2,3,6,1,300
1900,0,1,6,1,200
1900,1,2,6,1,250
1900,2,3,6,1,300
1902,0,1,6,1,200
1902,1,2,6,1,250
1902,2,3,6,1,300
1904,0,1,6,1,200
1904,1,2,6,1,250
1904,2,3,6,1,300
1906,0,1,6,1,200
1906,1,2,6,1,250
1906,2,3,6,1,300
1908,0,1,6,1,200
1908,1,2,6,1,250
1908,2,3,6,1,300
1910,0,1,6,1,200
1910,1,2,6,1,250
1910,2,3,6,1,300
1912,0,1,6,1,200
1912,1,2,6,1,250
1912,2,3,6,1,300
1914,0,1,6,1,200
1914,1,2,6,1,250
1914,2,3,6,1,300
1916,0,1,6,1,200
1916,1,2,6,1,250
1916,2,3,6,1,300
1918,0,1,6,1,200
1918,1,2,6,1,250
1918,2,3,6,1,300
1920,0,1,6,1,200
1920,1,2,6,1,250
1920,2,3,6,1,300
1922,0,1,6,1,200
1922,1,2,6,1,250
1922,2,3,6,1,300
1924,0,1,6,1,200
1924,1,2,6,1,250
1924,2,3,6,1,300
1926,0,1,6,1,200
1926,1,2,6,1,250
1926,2,3,6,1,300
1928,0,1,6,1,200
1928,1,2,6,1,250
1928,2,3,6,1,300
1930,0,1,6,1,200
1930,1,2,6,1,250
1930,2,3,6,1,300
1932,0,1,6,1,200
1932,1,2,6,1,250
1932,2,3,6,1,300
1934,0,1,6,1,200
1934,1,2,6,1,250
1934,2,3,6,1,300
1936,0,1,6,1,200
1936,1,2,6,1,250
1936,2,3,6,1,300
1938,0,1,6,1,200
1938,1,2,6,1,250
1938,2,3,6,1,300
1940,0,1,6,1,200
1940,1,2,6,1,250
1940,2,3,6,1,300
1942,0,1,6,1,200
1942,1,2,6,1,250
1942,2,3,6,1,300
1944,0,1,6,1,200
1944,1,2,6,1,250
1944,2,3,6,1,300
1946,0,1,6,1,200
1946,1,2,6,1,250
1946,2,3,6,1,300
1948,0,1,6,1,200
1948,1,2,6,1,250
1948,2,3,6,1,300
1950,0,1,6,1,200
1950,1,2,6,1,250
1950,2,3,6,1,300
1952,0,1,6,1,200
1952,1,2,6,1,250
1952,2,3,6,1,300
1954,0,1,6,1,200
1954,1,2,6,1,250
1954,2,3,6,1,300
1956,0,1,6,1,200
1956,1,2,6,1,250
1956,2,3,6,1,300
1958,0,1,6,1,200
1958,1,2,6,1,250
1958,2,3,6,1,300
1960,0,1,6,1,200
1960,1,2,6,1,250
1960,2,3,6,1,300
1962,0,1,6,1,200
1962,1,2,6,1,250
1962,2,3,6,1,300
1964,0,1,6,1,200
1964,1,2,6,1,250
1964,2,3,6,1,300
1966,0,1,6,1,200
1966,1,2,6,1,250
1966,2,3,6,1,300
1968,0,1,6,1,200
1968,1,2,6,1,250
1968,2,3,6,1,300
1970,0,1,6,1,200
1970,1,2,6,1,250
1970,2,3,6,1,300
1972,0,1,6,1,200
1972,1,2,6,1,250
1972,2,3,6,1,300
1974,0,1,6,1,200
1974,1,2,6,1,250
1974,2,3,6,1,300
1976,0,1,6,1,200
1976,1,2,6,1,250
1976,2,3,6,1,300
1978,0,1,6,1,200
1978,1,2,6,1,250
1978,2,3,6,1,300
1980,0,1,6,1,200
1980,1,2,6,1,250
1980,2,3,6,1,300
1982,0,1,6,1,200
1982,1,2,6,1,250
1982,2,3,6,1,300
1984,0,1,6,1,200
1984,1,2,6,1,250
1984,2,3,6,1,300
1986,0,1,6,1,200
1986,1,2,6,1,250
1986,2,3,6,1,300
1988,0,1,6,1,200
1988,1,2,6,1,250
1988,2,3,6,1,300
1990,0,1,6,1,200
1990,1,2,6,1,250
1990,2,3,6,1,300
1992,0,1,6,1,200
1992,1,2,6,1,250
1992,2,3,6,1,300
1994,0,1,6,1,200
1994,1,2,6,1,250
1994,2,3,6,1,300
1996,0,1,6,1,200
1996,1,2,6,1,250
1996,2,3,6,1,300
1998,0,1,6,1,200
1998,1,2,6,1,250
1998,2,3,6,1,300
2000,0,1,6,1,200
2000,1,2,6,1,250
2000,2,3,6,1,300
2002,0,1,6,1,200
2002,1,2,6,1,250
2002,2,3,6,1,300
2004,0,1,6,1,200
2004,1,2,6,1,250
2004,2,3,6,1,300
2006,0,1,6,1,200
2006,1,2,6,1,250
2006,2,3,6,1,300
2008,0,1,6,1,200
2008,1,2,6,1,250
2008,2,3,6,1,300
2010,0,1,6,1,200
2010,1,2,6,1,250
2010,2,3,6,1,300
2012,0,1,6,1,200
2012,1,2,6,1,250
2012,2,3,6,1,300
2014,0,1,6,1,200
2014,1,2,6,1,250
2014,2,3,6,1,300
2016,0,1,6,1,200
2016,1,2,6,1,250
2016,2,3,6,1,300
2018,0,1,6,1,200
2018,1,2,6,1,250
2018,2,3,6,1,300
2020,0,1,6,1,200
2020,1,2,6,1,250
2020,2,3,6,1,300
2022,0,1,6,1,200
2022,1,2,6,1,250
2022,2,3,6,1,300
2024,0,1,6,1,200
2024,1,2,6,1,250
2024,2,3,6,1,300
2026,0,1,6,1,200
2026,1,2,6,1,250
2026,2,3,6,1,300
2028,0,1,6,1,200
2028,1,2,6,1,250
2028,2,3,6,1,300
2030,0,1,6,1,200
2030,1,2,6,1,250
2030,2,3,6,1,300
2032,0,1,6,1,200
2032,1,2,6,1,250
2032,2,3,6,1,300
2034,0,1,6,1,200
2034,1,2,6,1,250
2034,2,3,6,1,300
2036,0,1,6,1,200
2036,1,2,6,1,250
2036,2,3,6,1,300
2038,0,1,6,1,200
2038,1,2,6,1,250
2038,2,3,6,1,300
2040,0,1,6,1,200
2040,1,2,6,1,250
2040,2,3,6,1,300
2042,0,1,6,1,200
2042,1,2,6,1,250
2042,2,3,6,1,300
2044,0,1,6,1,200
2044,1,2,6,1,250
2044,2,3,6,1,300
2046,0,1,6,1,200
2046,1,2,6,1,250
2046,2,3,6,1,300
2048,0,1,6,1,200
2048,1,2,6,1,250
2048,2,3,6,1,300
2050,0,1,6,1,200
2050,1,2,6,1,250
2050,2,3,6,1,300
2052,0,1,6,1,200
2052,1,2,6,1,250
2052,2,3,6,1,300
2054,0,1,6,1,200
2054,1,2,6,1,250
2054,2,3,6,1,300
2056,0,1,6,1,200
2056,1,2,6,1,250
2056,2,3,6,1,300
2058,0,1,6,1,200
2058,1,2,6,1,250
2058,2,3,6,1,300
2060,0,1,6,1,200
2060,1,2,6,1,250
2060,2,3,6,1,300
2062,0,1,6,1,200
2062,1,2,6,1,250
2062,2,3,6,1,300
2064,0,1,6,1,200
2064,1,2,6,1,250
2064,2,3,6,1,300
2066,0,1,6,1,200
2066,1,2,6,1,250
2066,2,3,6,1,300
2068,0,1,6,1,200
2068,1,2,6,1,250
2068,2,3,6,1,300
2070,0,1,6,1,200
2070,1,2,6,1,250
2070,2,3,6,1,300
2072,0,1,6,1,200
2072,1,2,6,1,250
2072,2,3,6,1,300
2074,0,1,6,1,200
2074,1,2,6,1,250
2074,2,3,6,1,300
2076,0,1,6,1,200
2076,1,2,6,1,250
2076,2,3,6,1,300
2078,0,1,6,1,200
2078,1,2,6,1,250
2078,2,3,6,1,300
2080,0,1,6,1,200
2080,1,2,6,1,250
2080,2,3,6,1,300
2082,0,1,6,1,200
2082,1,2,6,1,250
2082,2,3,6,1,300
2084,0,1,6,1,200
2084,1,2,6,1,250
2084,2,3,6,1,300
2086,0,1,6,1,200
2086,1,2,6,1,250
2086,2,3,6,1,300
2088,0,1,6,1,200
2088,1,2,6,1,250
2088,2,3,6,1,300
2090,0,1,6,1,200
2090,1,2,6,1,250
2090,2,3,6,1,300
2092,0,1,6,1,200
2092,1,2,6,1,250
2092,2,3,6,1,300
2094,0,1,6,1,200
2094,1,2,6,1,250
2094,2,3,6,1,300
2096,0,1,6,1,200
2096,1,2,6,1,250
2096,2,3,6,1,300
2098,0,1,6,1,200
2098,1,2,6,1,250
2098,2,3,6,1,300
2100,0,1,6,1,200
2100,1,2,6,1,250
2100,2,3,6,1,300
2102,0,1,6,1,200
2102,1,2,6,1,250
2102,2,3,6,1,300
2104,0,1,6,1,200
2104,1,2,6,1,250
2104,2,3,6,1,300
2106,0,1,6,1,200
2106,1,2,6,1,250
2106,2,3,6,1,300
2108,0,1,6,1,200
2108,1,2,6,1,250
2108,2,3,6,1,300
2110,0,1,6,1,200
2110,1,2,6,1,250
2110,2,3,6,1,300
2112,0,1,6,1,200
2112,1,2,6,1,250
2112,2,3,6,1,300
2114,0,1,6,1,200
2114,1,2,6,1,250
2114,2,3,6,1,300
2116,0,1,6,1,200
2116,1,2,6,1,250
2116,2,3,6,1,300
2118,0,1,6,1,200
2118,1,2,6,1,250
2118,2,3,6,1,300
2120,0,1,6,1,200
2120,1,2,6,1,250
2120,2,3,6,1,300
2122,0,1,6,1,200
2122,1,2,6,1,250
2122,2,3,6,1,300
2124,0,1,6,1,200
2124,1,2,6,1,250
2124,2,3,6,1,300
2126,0,1,6,1,200
2126,1,2,6,1,250
2126,2,3,6,1,300
2128,0,1,6,1,200
2128,1,2,6,1,250
2128,2,3,6,1,300
2130,0,1,6,1,200
2130,1,2,6,1,250
2130,2,3,6,1,300
2132,0,1,6,1,200
2132,1,2,6,1,250
2132,2,3,6,1,300
2134,0,1,6,1,200
2134,1,2,6,1,250
2134,2,3,6,1,300
2136,0,1,6,1,200
2136,1,2,6,1,250
2136,2,3,6,1,300
2138,0,1,6,1,200
2138,1,2,6,1,250
2138,2,3,6,1,300
2140,0,1,6,1,200
2140,1,2,6,1,250
2140,2,3,6,1,300
2142,0,1,6,1,200
2142,1,2,6,1,250
2142,2,3,6,1,300
2144,0,1,6,1,200
2144,1,2,6,1,250
2144,2,3,6,1,300
2146,0,1,6,1,200
2146,1,2,6,1,250
2146,2,3,6,1,300
2148,0,1,6,1,200
2148,1,2,6,1,250
2148,2,3,6,1,300
2150,0,1,6,1,200
2150,1,2,6,1,250
2150,2,3,6,1,300
2152,0,1,6,1,200
2152,1,2,6,1,250
2152,2,3,6,1,300
2154,0,1,6,1,200
2154,1,2,6,1,250
2154,2,3,6,1,300
2156,0,1,6,1,200
2156,1,2,6,1,250
2156,2,3,6,1,300
2158,0,1,6,1,200
2158,1,2,6,1,250
2158,2,3,6,1,300
2160,0,1,6,1,200
2160,1,2,6,1,250
2160,2,3,6,1,300
2162,0,1,6,1,200
2162,1,2,6,1,250
2162,2,3,6,1,300
2164,0,1,6,1,200
2164,1,2,6,1,250
2164,2,3,6,1,300
2166,0,1,6,1,200
2166,1,2,6,1,250
2166,2,3,6,1,300
2168,0,1,6,1,200
2168,1,2,6,1,250
2168,2,3,6,1,300
2170,0,1,6,1,200
2170,1,2,6,1,250
2170,2,3,6,1,300
2172,0,1,6,1,200
2172,1,2,6,1,250
2172,2,3,6,1,300
2174,0,1,6,1,200
2174,1,2,6,1,250
2174,2,3,6,1,300
2176,0,1,6,1,200
2176,1,2,6,1,250
2176,2,3,6,1,300
2178,0,1,6,1,200
2178,1,2,6,1,250
2178,2,3,6,1,300
2180,0,1,6,1,200
2180,1,2,6,1,250
2180,2,3,6,1,300
2182,0,1,6,1,200
2182,1,2,6,1,250
2182,2,3,6,1,300
2184,0,1,6,1,200
2184,1,2,6,1,250
2184,2,3,6,1,300
2186,0,1,6,1,200
2186,1,2,6,1,250
2186,2,3,6,1,300
2188,0,1,6,1,200
2188,1,2,6,1,250
2188,2,3,6,1,300
2190,0,1,6,1,200
2190,1,2,6,1,250
2190,2,3,6,1,300
2192,0,1,6,1,200
2192,1,2,6,1,250
2192,2,3,6,1,300
2194,0,1,6,1,200
2194,1,2,6,1,250
2194,2,3,6,1,300
2196,0,1,6,1,200
2196,1,2,6,1,250
2196,2,3,6,1,300
2198,0,1,6,1,200
2198,1,2,6,1,250
2198,2,3,6,1,300
2200,0,1,6,1,200
2200,1,2,6,1,250
2200,2,3,6,1,300
2202,0,1,6,1,200
2202,1,2,6,1,250
2202,2,3,6,1,300
2204,0,1,6,1,200
2204,1,2,6,1,250
2204,2,3,6,1,300
2206,0,1,6,1,200
2206,1,2,6,1,250
2206,2,3,6,1,300
2208,0,1,6,1,200
2208,1,2,6,1,250
2208,2,3,6,1,300
2210,0,1,6,1,200
2210,1,2,6,1,250
2210,2,3,6,1,300
2212,0,1,6,1,200
2212,1,2,6,1,250
2212,2,3,6,1,300
2214,0,1,6,1,200
2214,1,2,6,1,250
2214,2,3,6,1,300
2216,0,1,6,1,200
2216,1,2,6,1,250
2216,2,3,6,1,300
2218,0,1,6,1,200
2218,1,2,6,1,250
2218,2,3,6,1,300
2220,0,1,6,1,200
2220,1,2,6,1,250
2220,2,3,6,1,300
