time_s,cluster_id,skdc_node,members,reachable,avg_dist_m
772,1,2,6,1,250
772,2,3,6,1,300
774,0,1,6,1,200
774,1,2,6,1,250
774,2,3,6,1,300
776,0,1,6,1,200
776,1,2,6,1,250
776,2,3,6,1,300
778,0,1,6,1,200
778,1,2,6,1,250
778,2,3,6,1,300
780,0,1,6,1,200
780,1,2,6,1,250
780,2,3,6,1,300
782,0,1,6,1,200
782,1,2,6,1,250
782,2,3,6,1,300
784,0,1,6,1,200
784,1,2,6,1,250
784,2,3,6,1,300
786,0,1,6,1,200
786,1,2,6,1,250
786,2,3,6,1,300
788,0,1,6,1,200
788,1,2,6,1,250
788,2,3,6,1,300
790,0,1,6,1,200
790,1,2,6,1,250
790,2,3,6,1,300
792,0,1,6,1,200
792,1,2,6,1,250
792,2,3,6,1,300
794,0,1,6,1,200
794,1,2,6,1,250
794,2,3,6,1,300
796,0,1,6,1,200
796,1,2,6,1,250
796,2,3,6,1,300
798,0,1,6,1,200
798,1,2,6,1,250
798,2,3,6,1,300
800,0,1,6,1,200
800,1,2,6,1,250
800,2,3,6,1,300
802,0,1,6,1,200
802,1,2,6,1,250
802,2,3,6,1,300
804,0,1,6,1,200
804,1,2,6,1,250
804,2,3,6,1,300
806,0,1,6,1,200
806,1,2,6,1,250
806,2,3,6,1,300
808,0,1,6,1,200
808,1,2,6,1,250
808,2,3,6,1,300
810,0,1,6,1,200
810,1,2,6,1,250
810,2,3,6,1,300
812,0,1,6,1,200
812,1,2,6,1,250
812,2,3,6,1,300
814,0,1,6,1,200
814,1,2,6,1,250
814,2,3,6,1,300
816,0,1,6,1,200
816,1,2,6,1,250
816,2,3,6,1,300
818,0,1,6,1,200
818,1,2,6,1,250
818,2,3,6,1,300
820,0,1,6,1,200
820,1,2,6,1,250
820,2,3,6,1,300
822,0,1,6,1,200
822,1,2,6,1,250
822,2,3,6,1,300
824,0,1,6,1,200
824,1,2,6,1,250
824,2,3,6,1,300
826,0,1,6,1,200
826,1,2,6,1,250
826,2,3,6,1,300
828,0,1,6,1,200
828,1,2,6,1,250
828,2,3,6,1,300
830,0,1,6,1,200
830,1,2,6,1,250
830,2,3,6,1,300
832,0,1,6,1,200
832,1,2,6,1,250
832,2,3,6,1,300
834,0,1,6,1,200
834,1,2,6,1,250
834,2,3,6,1,300
836,0,1,6,1,200
836,1,2,6,1,250
836,2,3,6,1,300
838,0,1,6,1,200
838,1,2,6,1,250
838,2,3,6,1,300
840,0,1,6,1,200
840,1,2,6,1,250
840,2,3,6,1,300
842,0,1,6,1,200
842,1,2,6,1,250
842,2,3,6,1,300
844,0,1,6,1,200
844,1,2,6,1,250
844,2,3,6,1,300
846,0,1,6,1,200
846,1,2,6,1,250
846,2,3,6,1,300
848,0,1,6,1,200
848,1,2,6,1,250
848,2,3,6,1,300
850,0,1,6,1,200
850,1,2,6,1,250
850,2,3,6,1,300
852,0,1,6,1,200
852,1,2,6,1,250
852,2,3,6,1,300
854,0,1,6,1,200
854,1,2,6,1,250
854,2,3,6,1,300
856,0,1,6,1,200
856,1,2,6,1,250
856,2,3,6,1,300
858,0,1,6,1,200
858,1,2,6,1,250
858,2,3,6,1,300
860,0,1,6,1,200
860,1,2,6,1,250
860,2,3,6,1,300
862,0,1,6,1,200
862,1,2,6,1,250
862,2,3,6,1,300
864,0,1,6,1,200
864,1,2,6,1,250
864,2,3,6,1,300
866,0,1,6,1,200
866,1,2,6,1,250
866,2,3,6,1,300
868,0,1,6,1,200
868,1,2,6,1,250
868,2,3,6,1,300
870,0,1,6,1,200
870,1,2,6,1,250
870,2,3,6,1,300
872,0,1,6,1,200
872,1,2,6,1,250
872,2,3,6,1,300
874,0,1,6,1,200
874,1,2,6,1,250
874,2,3,6,1,300
876,0,1,6,1,200
876,1,2,6,1,250
876,2,3,6,1,300
878,0,1,6,1,200
878,1,2,6,1,250
878,2,3,6,1,300
880,0,1,6,1,200
880,1,2,6,1,250
880,2,3,6,1,300
882,0,1,6,1,200
882,1,2,6,1,250
882,2,3,6,1,300
884,0,1,6,1,200
884,1,2,6,1,250
884,2,3,6,1,300
886,0,1,6,1,200
886,1,2,6,1,250
886,2,3,6,1,300
888,0,1,6,1,200
888,1,2,6,1,250
888,2,3,6,1,300
890,0,1,6,1,200
890,1,2,6,1,250
890,2,3,6,1,300
892,0,1,6,1,200
892,1,2,6,1,250
892,2,3,6,1,300
894,0,1,6,1,200
894,1,2,6,1,250
894,2,3,6,1,300
896,0,1,6,1,200
896,1,2,6,1,250
896,2,3,6,1,300
898,0,1,6,1,200
898,1,2,6,1,250
898,2,3,6,1,300
900,0,1,6,1,200
900,1,2,6,1,250
900,2,3,6,1,300
902,0,1,6,1,200
902,1,2,6,1,250
902,2,3,6,1,300
904,0,1,6,1,200
904,1,2,6,1,250
904,2,3,6,1,300
906,0,1,6,1,200
906,1,2,6,1,250
906,2,3,6,1,300
908,0,1,6,1,200
908,1,2,6,1,250
908,2,3,6,1,300
910,0,1,6,1,200
910,1,2,6,1,250
910,2,3,6,1,300
912,0,1,6,1,200
912,1,2,6,1,250
912,2,3,6,1,300
914,0,1,6,1,200
914,1,2,6,1,250
914,2,3,6,1,300
916,0,1,6,1,200
916,1,2,6,1,250
916,2,3,6,1,300
918,0,1,6,1,200
918,1,2,6,1,250
918,2,3,6,1,300
920,0,1,6,1,200
920,1,2,6,1,250
920,2,3,6,1,300
922,0,1,6,1,200
922,1,2,6,1,250
922,2,3,6,1,300
924,0,1,6,1,200
924,1,2,6,1,250
924,2,3,6,1,300
926,0,1,6,1,200
926,1,2,6,1,250
926,2,3,6,1,300
928,0,1,6,1,200
928,1,2,6,1,250
928,2,3,6,1,300
930,0,1,6,1,200
930,1,2,6,1,250
930,2,3,6,1,300
932,0,1,6,1,200
932,1,2,6,1,250
932,2,3,6,1,300
934,0,1,6,1,200
934,1,2,6,1,250
934,2,3,6,1,300
936,0,1,6,1,200
936,1,2,6,1,250
936,2,3,6,1,300
938,0,1,6,1,200
938,1,2,6,1,250
938,2,3,6,1,300
940,0,1,6,1,200
940,1,2,6,1,250
940,2,3,6,1,300
942,0,1,6,1,200
942,1,2,6,1,250
942,2,3,6,1,300
944,0,1,6,1,200
944,1,2,6,1,250
944,2,3,6,1,300
946,0,1,6,1,200
946,1,2,6,1,250
946,2,3,6,1,300
948,0,1,6,1,200
948,1,2,6,1,250
948,2,3,6,1,300
950,0,1,6,1,200
950,1,2,6,1,250
950,2,3,6,1,300
952,0,1,6,1,200
952,1,2,6,1,250
952,2,3,6,1,300
954,0,1,6,1,200
954,1,2,6,1,250
954,2,3,6,1,300
956,0,1,6,1,200
956,1,2,6,1,250
956,2,3,6,1,300
958,0,1,6,1,200
958,1,2,6,1,250
958,2,3,6,1,300
960,0,1,6,1,200
960,1,2,6,1,250
960,2,3,6,1,300
962,0,1,6,1,200
962,1,2,6,1,250
962,2,3,6,1,300
964,0,1,6,1,200
964,1,2,6,1,250
964,2,3,6,1,300
966,0,1,6,1,200
966,1,2,6,1,250
966,2,3,6,1,300
968,0,1,6,1,200
968,1,2,6,1,250
968,2,3,6,1,300
970,0,1,6,1,200
970,1,2,6,1,250
970,2,3,6,1,300
972,0,1,6,1,200
972,1,2,6,1,250
972,2,3,6,1,300
974,0,1,6,1,200
974,1,2,6,1,250
974,2,3,6,1,300
976,0,1,6,1,200
976,1,2,6,1,250
976,2,3,6,1,300
978,0,1,6,1,200
978,1,2,6,1,250
978,2,3,6,1,300
980,0,1,6,1,200
980,1,2,6,1,250
980,2,3,6,1,300
982,0,1,6,1,200
982,1,2,6,1,250
982,2,3,6,1,300
984,0,1,6,1,200
984,1,2,6,1,250
984,2,3,6,1,300
986,0,1,6,1,200
986,1,2,6,1,250
986,2,3,6,1,300
988,0,1,6,1,200
988,1,2,6,1,250
988,2,3,6,1,300
990,0,1,6,1,200
990,1,2,6,1,250
990,2,3,6,1,300
992,0,1,6,1,200
992,1,2,6,1,250
992,2,3,6,1,300
994,0,1,6,1,200
994,1,2,6,1,250
994,2,3,6,1,300
996,0,1,6,1,200
996,1,2,6,1,250
996,2,3,6,1,300
998,0,1,6,1,200
998,1,2,6,1,250
998,2,3,6,1,300
1000,0,1,6,1,200
1000,1,2,6,1,250
1000,2,3,6,1,300
1002,0,1,6,1,200
1002,1,2,6,1,250
1002,2,3,6,1,300
1004,0,1,6,1,200
1004,1,2,6,1,250
1004,2,3,6,1,300
1006,0,1,6,1,200
1006,1,2,6,1,250
1006,2,3,6,1,300
1008,0,1,6,1,200
1008,1,2,6,1,250
1008,2,3,6,1,300
1010,0,1,6,1,200
1010,1,2,6,1,250
1010,2,3,6,1,300
1012,0,1,6,1,200
1012,1,2,6,1,250
1012,2,3,6,1,300
1014,0,1,6,1,200
1014,1,2,6,1,250
1014,2,3,6,1,300
1016,0,1,6,1,200
1016,1,2,6,1,250
1016,2,3,6,1,300
1018,0,1,6,1,200
1018,1,2,6,1,250
1018,2,3,6,1,300
1020,0,1,6,1,200
1020,1,2,6,1,250
1020,2,3,6,1,300
1022,0,1,6,1,200
1022,1,2,6,1,250
1022,2,3,6,1,300
1024,0,1,6,1,200
1024,1,2,6,1,250
1024,2,3,6,1,300
1026,0,1,6,1,200
1026,1,2,6,1,250
1026,2,3,6,1,300
1028,0,1,6,1,200
1028,1,2,6,1,250
1028,2,3,6,1,300
1030,0,1,6,1,200
1030,1,2,6,1,250
1030,2,3,6,1,300
1032,0,1,6,1,200
1032,1,2,6,1,250
1032,2,3,6,1,300
1034,0,1,6,1,200
1034,1,2,6,1,250
1034,2,3,6,1,300
1036,0,1,6,1,200
1036,1,2,6,1,250
1036,2,3,6,1,300
1038,0,1,6,1,200
1038,1,2,6,1,250
1038,2,3,6,1,300
1040,0,1,6,1,200
1040,1,2,6,1,250
1040,2,3,6,1,300
1042,0,1,6,1,200
1042,1,2,6,1,250
1042,2,3,6,1,300
1044,0,1,6,1,200
1044,1,2,6,1,250
1044,2,3,6,1,300
1046,0,1,6,1,200
1046,1,2,6,1,250
1046,2,3,6,1,300
1048,0,1,6,1,200
1048,1,2,6,1,250
1048,2,3,6,1,300
1050,0,1,6,1,200
1050,1,2,6,1,250
1050,2,3,6,1,300
1052,0,1,6,1,200
1052,1,2,6,1,250
1052,2,3,6,1,300
1054,0,1,6,1,200
1054,1,2,6,1,250
1054,2,3,6,1,300
1056,0,1,6,1,200
1056,1,2,6,1,250
1056,2,3,6,1,300
1058,0,1,6,1,200
1058,1,2,6,1,250
1058,2,3,6,1,300
1060,0,1,6,1,200
1060,1,2,6,1,250
1060,2,3,6,1,300
1062,0,1,6,1,200
1062,1,2,6,1,250
1062,2,3,6,1,300
1064,0,1,6,1,200
1064,1,2,6,1,250
1064,2,3,6,1,300
1066,0,1,6,1,200
1066,1,2,6,1,250
1066,2,3,6,1,300
1068,0,1,6,1,200
1068,1,2,6,1,250
1068,2,3,6,1,300
1070,0,1,6,1,200
1070,1,2,6,1,250
1070,2,3,6,1,300
1072,0,1,6,1,200
1072,1,2,6,1,250
1072,2,3,6,1,300
1074,0,1,6,1,200
1074,1,2,6,1,250
1074,2,3,6,1,300
1076,0,1,6,1,200
1076,1,2,6,1,250
1076,2,3,6,1,300
1078,0,1,6,1,200
1078,1,2,6,1,250
1078,2,3,6,1,300
1080,0,1,6,1,200
1080,1,2,6,1,250
1080,2,3,6,1,300
1082,0,1,6,1,200
1082,1,2,6,1,250
1082,2,3,6,1,300
1084,0,1,6,1,200
1084,1,2,6,1,250
1084,2,3,6,1,300
1086,0,1,6,1,200
1086,1,2,6,1,250
1086,2,3,6,1,300
1088,0,1,6,1,200
1088,1,2,6,1,250
1088,2,3,6,1,300
1090,0,1,6,1,200
1090,1,2,6,1,250
1090,2,3,6,1,300
1092,0,1,6,1,200
1092,1,2,6,1,250
1092,2,3,6,1,300
1094,0,1,6,1,200
1094,1,2,6,1,250
1094,2,3,6,1,300
1096,0,1,6,1,200
1096,1,2,6,1,250
1096,2,3,6,1,300
1098,0,1,6,1,200
1098,1,2,6,1,250
1098,2,3,6,1,300
1100,0,1,6,1,200
1100,1,2,6,1,250
1100,2,3,6,1,300
1102,0,1,6,1,200
1102,1,2,6,1,250
1102,2,3,6,1,300
1104,0,1,6,1,200
1104,1,2,6,1,250
1104,2,3,6,1,300
1106,0,1,6,1,200
1106,1,2,6,1,250
1106,2,3,6,1,300
1108,0,1,6,1,200
1108,1,2,6,1,250
1108,2,3,6,1,300
1110,0,1,6,1,200
1110,1,2,6,1,250
1110,2,3,6,1,300
1112,0,1,6,1,200
1112,1,2,6,1,250
1112,2,3,6,1,300
1114,0,1,6,1,200
1114,1,2,6,1,250
1114,2,3,6,1,300
1116,0,1,6,1,200
1116,1,2,6,1,250
1116,2,3,6,1,300
1118,0,1,6,1,200
1118,1,2,6,1,250
1118,2,3,6,1,300
1120,0,1,6,1,200
1120,1,2,6,1,250
1120,2,3,6,1,300
1122,0,1,6,1,200
1122,1,2,6,1,250
1122,2,3,6,1,300
1124,0,1,6,1,200
1124,1,2,6,1,250
1124,2,3,6,1,300
1126,0,1,6,1,200
1126,1,2,6,1,250
1126,2,3,6,1,300
1128,0,1,6,1,200
1128,1,2,6,1,250
1128,2,3,6,1,300
1130,0,1,6,1,200
1130,1,2,6,1,250
1130,2,3,6,1,300
1132,0,1,6,1,200
1132,1,2,6,1,250
1132,2,3,6,1,300
1134,0,1,6,1,200
1134,1,2,6,1,250
1134,2,3,6,1,300
1136,0,1,6,1,200
1136,1,2,6,1,250
1136,2,3,6,1,300
1138,0,1,6,1,200
1138,1,2,6,1,250
1138,2,3,6,1,300
1140,0,1,6,1,200
1140,1,2,6,1,250
1140,2,3,6,1,300
1142,0,1,6,1,200
1142,1,2,6,1,250
1142,2,3,6,1,300
1144,0,1,6,1,200
1144,1,2,6,1,250
1144,2,3,6,1,300
1146,0,1,6,1,200
1146,1,2,6,1,250
1146,2,3,6,1,300
1148,0,1,6,1,200
1148,1,2,6,1,250
1148,2,3,6,1,300
1150,0,1,6,1,200
1150,1,2,6,1,250
1150,2,3,6,1,300
1152,0,1,6,1,200
1152,1,2,6,1,250
1152,2,3,6,1,300
1154,0,1,6,1,200
1154,1,2,6,1,250
1154,2,3,6,1,300
1156,0,1,6,1,200
1156,1,2,6,1,250
1156,2,3,6,1,300
1158,0,1,6,1,200
1158,1,2,6,1,250
1158,2,3,6,1,300
1160,0,1,6,1,200
1160,1,2,6,1,250
1160,2,3,6,1,300
1162,0,1,6,1,200
1162,1,2,6,1,250
1162,2,3,6,1,300
1164,0,1,6,1,200
1164,1,2,6,1,250
1164,2,3,6,1,300
1166,0,1,6,1,200
1166,1,2,6,1,250
1166,2,3,6,1,300
1168,0,1,6,1,200
1168,1,2,6,1,250
1168,2,3,6,1,300
1170,0,1,6,1,200
1170,1,2,6,1,250
1170,2,3,6,1,300
1172,0,1,6,1,200
1172,1,2,6,1,250
1172,2,3,6,1,300
1174,0,1,6,1,200
1174,1,2,6,1,250
1174,2,3,6,1,300
1176,0,1,6,1,200
1176,1,2,6,1,250
1176,2,3,6,1,300
1178,0,1,6,1,200
1178,1,2,6,1,250
1178,2,3,6,1,300
1180,0,1,6,1,200
1180,1,2,6,1,250
1180,2,3,6,1,300
1182,0,1,6,1,200
1182,1,2,6,1,250
1182,2,3,6,1,300
1184,0,1,6,1,200
1184,1,2,6,1,250
1184,2,3,6,1,300
1186,0,1,6,1,200
1186,1,2,6,1,250
1186,2,3,6,1,300
1188,0,1,6,1,200
1188,1,2,6,1,250
1188,2,3,6,1,300
1190,0,1,6,1,200
1190,1,2,6,1,250
1190,2,3,6,1,300
1192,0,1,6,1,200
1192,1,2,6,1,250
1192,2,3,6,1,300
1194,0,1,6,1,200
1194,1,2,6,1,250
1194,2,3,6,1,300
1196,0,1,6,1,200
1196,1,2,6,1,250
1196,2,3,6,1,300
1198,0,1,6,1,200
1198,1,2,6,1,250
1198,2,3,6,1,300
1200,0,1,6,1,200
1200,1,2,6,1,250
1200,2,3,6,1,300
1202,0,1,6,1,200
1202,1,2,6,1,250
1202,2,3,6,1,300
1204,0,1,6,1,200
1204,1,2,6,1,250
1204,2,3,6,1,300
1206,0,1,6,1,200
1206,1,2,6,1,250
1206,2,3,6,1,300
1208,0,1,6,1,200
1208,1,2,6,1,250
1208,2,3,6,1,300
1210,0,1,6,1,200
1210,1,2,6,1,250
1210,2,3,6,1,300
1212,0,1,6,1,200
1212,1,2,6,1,250
1212,2,3,6,1,300
1214,0,1,6,1,200
1214,1,2,6,1,250
1214,2,3,6,1,300
1216,0,1,6,1,200
1216,1,2,6,1,250
1216,2,3,6,1,300
1218,0,1,6,1,200
1218,1,2,6,1,250
1218,2,3,6,1,300
1220,0,1,6,1,200
1220,1,2,6,1,250
1220,2,3,6,1,300
1222,0,1,6,1,200
1222,1,2,6,1,250
1222,2,3,6,1,300
1224,0,1,6,1,200
1224,1,2,6,1,250
1224,2,3,6,1,300
1226,0,1,6,1,200
1226,1,2,6,1,250
1226,2,3,6,1,300
1228,0,1,6,1,200
1228,1,2,6,1,250
1228,2,3,6,1,300
1230,0,1,6,1,200
1230,1,2,6,1,250
1230,2,3,6,1,300
1232,0,1,6,1,200
1232,1,2,6,1,250
1232,2,3,6,1,300
1234,0,1,6,1,200
1234,1,2,6,1,250
1234,2,3,6,1,300
1236,0,1,6,1,200
1236,1,2,6,1,250
1236,2,3,6,1,300
1238,0,1,6,1,200
1238,1,2,6,1,250
1238,2,3,6,1,300
1240,0,1,6,1,200
1240,1,2,6,1,250
1240,2,3,6,1,300
1242,0,1,6,1,200
1242,1,2,6,1,250
1242,2,3,6,1,300
1244,0,1,6,1,200
1244,1,2,6,1,250
1244,2,3,6,1,300
1246,0,1,6,1,200
1246,1,2,6,1,250
1246,2,3,6,1,300
1248,0,1,6,1,200
1248,1,2,6,1,250
1248,2,3,6,1,300
1250,0,1,6,1,200
1250,1,2,6,1,250
1250,2,3,6,1,300
1252,0,1,6,1,200
1252,1,2,6,1,250
1252,2,3,6,1,300
1254,0,1,6,1,200
1254,1,2,6,1,250
1254,2,3,6,1,300
1256,0,1,6,1,200
1256,1,2,6,1,250
1256,2,3,6,1,300
1258,0,1,6,1,200
1258,1,2,6,1,250
1258,2,3,6,1,300
1260,0,1,6,1,200
1260,1,2,6,1,250
1260,2,3,6,1,300
1262,0,1,6,1,200
1262,1,2,6,1,250
1262,2,3,6,1,300
1264,0,1,6,1,200
1264,1,2,6,1,250
1264,2,3,6,1,300
1266,0,1,6,1,200
1266,1,2,6,1,250
1266,2,3,6,1,300
1268,0,1,6,1,200
1268,1,2,6,1,250
1268,2,3,6,1,300
1270,0,1,6,1,200
1270,1,2,6,1,250
1270,2,3,6,1,300
1272,0,1,6,1,200
1272,1,2,6,1,250
1272,2,3,6,1,300
1274,0,1,6,1,200
1274,1,2,6,1,250
1274,2,3,6,1,300
1276,0,1,6,1,200
1276,1,2,6,1,250
1276,2,3,6,1,300
1278,0,1,6,1,200
1278,1,2,6,1,250
1278,2,3,6,1,300
1280,0,1,6,1,200
1280,1,2,6,1,250
1280,2,3,6,1,300
1282,0,1,6,1,200
1282,1,2,6,1,250
1282,2,3,6,1,300
1284,0,1,6,1,200
1284,1,2,6,1,250
1284,2,3,6,1,300
1286,0,1,6,1,200
1286,1,2,6,1,250
1286,2,3,6,1,300
1288,0,1,6,1,200
1288,1,2,6,1,250
1288,2,3,6,1,300
1290,0,1,6,1,200
1290,1,2,6,1,250
1290,2,3,6,1,300
1292,0,1,6,1,200
1292,1,2,6,1,250
1292,2,3,6,1,300
1294,0,1,6,1,200
1294,1,2,6,1,250
1294,2,3,6,1,300
1296,0,1,6,1,200
1296,1,2,6,1,250
1296,2,3,6,1,300
1298,0,1,6,1,200
1298,1,2,6,1,250
1298,2,3,6,1,300
1300,0,1,6,1,200
1300,1,2,6,1,250
1300,2,3,6,1,300
1302,0,1,6,1,200
1302,1,2,6,1,250
1302,2,3,6,1,300
1304,0,1,6,1,200
1304,1,2,6,1,250
1304,2,3,6,1,300
1306,0,1,6,1,200
1306,1,2,6,1,250
1306,2,3,6,1,300
1308,0,1,6,1,200
1308,1,2,6,1,250
1308,2,3,6,1,300
1310,0,1,6,1,200
1310,1,2,6,1,250
1310,2,3,6,1,300
1312,0,1,6,1,200
1312,1,2,6,1,250
1312,2,3,6,1,300
1314,0,1,6,1,200
1314,1,2,6,1,250
1314,2,3,6,1,300
1316,0,1,6,1,200
1316,1,2,6,1,250
1316,2,3,6,1,300
1318,0,1,6,1,200
1318,1,2,6,1,250
1318,2,3,6,1,300
1320,0,1,6,1,200
1320,1,2,6,1,250
1320,2,3,6,1,300
1322,0,1,6,1,200
1322,1,2,6,1,250
1322,2,3,6,1,300
1324,0,1,6,1,200
1324,1,2,6,1,250
1324,2,3,6,1,300
1326,0,1,6,1,200
1326,1,2,6,1,250
1326,2,3,6,1,300
1328,0,1,6,1,200
1328,1,2,6,1,250
1328,2,3,6,1,300
1330,0,1,6,1,200
1330,1,2,6,1,250
1330,2,3,6,1,300
1332,0,1,6,1,200
1332,1,2,6,1,250
1332,2,3,6,1,300
1334,0,1,6,1,200
1334,1,2,6,1,250
1334,2,3,6,1,300
1336,0,1,6,1,200
1336,1,2,6,1,250
1336,2,3,6,1,300
1338,0,1,6,1,200
1338,1,2,6,1,250
1338,2,3,6,1,300
1340,0,1,6,1,200
1340,1,2,6,1,250
1340,2,3,6,1,300
1342,0,1,6,1,200
1342,1,2,6,1,250
1342,2,3,6,1,300
1344,0,1,6,1,200
1344,1,2,6,1,250
1344,2,3,6,1,300
1346,0,1,6,1,200
1346,1,2,6,1,250
1346,2,3,6,1,300
1348,0,1,6,1,200
1348,1,2,6,1,250
1348,2,3,6,1,300
1350,0,1,6,1,200
1350,1,2,6,1,250
1350,2,3,6,1,300
1352,0,1,6,1,200
1352,1,2,6,1,250
1352,2,3,6,1,300
1354,0,1,6,1,200
1354,1,2,6,1,250
1354,2,3,6,1,300
1356,0,1,6,1,200
1356,1,2,6,1,250
1356,2,3,6,1,300
1358,0,1,6,1,200
1358,1,2,6,1,250
1358,2,3,6,1,300
1360,0,1,6,1,200
1360,1,2,6,1,250
1360,2,3,6,1,300
1362,0,1,6,1,200
1362,1,2,6,1,250
1362,2,3,6,1,300
1364,0,1,6,1,200
1364,1,2,6,1,250
1364,2,3,6,1,300
1366,0,1,6,1,200
1366,1,2,6,1,250
1366,2,3,6,1,300
1368,0,1,6,1,200
1368,1,2,6,1,250
1368,2,3,6,1,300
1370,0,1,6,1,200
1370,1,2,6,1,250
1370,2,3,6,1,300
1372,0,1,6,1,200
1372,1,2,6,1,250
1372,2,3,6,1,300
1374,0,1,6,1,200
1374,1,2,6,1,250
1374,2,3,6,1,300
1376,0,1,6,1,200
1376,1,2,6,1,250
1376,2,3,6,1,300
1378,0,1,6,1,200
1378,1,2,6,1,250
1378,2,3,6,1,300
1380,0,1,6,1,200
1380,1,2,6,1,250
1380,2,3,6,1,300
1382,0,1,6,1,200
1382,1,2,6,1,250
1382,2,3,6,1,300
1384,0,1,6,1,200
1384,1,2,6,1,250
1384,2,3,6,1,300
1386,0,1,6,1,200
1386,1,2,6,1,250
1386,2,3,6,1,300
1388,0,1,6,1,200
1388,1,2,6,1,250
1388,2,3,6,1,300
1390,0,1,6,1,200
1390,1,2,6,1,250
1390,2,3,6,1,300
1392,0,1,6,1,200
1392,1,2,6,1,250
1392,2,3,6,1,300
1394,0,1,6,1,200
1394,1,2,6,1,250
1394,2,3,6,1,300
1396,0,1,6,1,200
1396,1,2,6,1,250
1396,2,3,6,1,300
1398,0,1,6,1,200
1398,1,2,6,1,250
1398,2,3,6,1,300
1400,0,1,6,1,200
1400,1,2,6,1,250
1400,2,3,6,1,300
1402,0,1,6,1,200
1402,1,2,6,1,250
1402,2,3,6,1,300
1404,0,1,6,1,200
1404,1,2,6,1,250
1404,2,3,6,1,300
1406,0,1,6,1,200
1406,1,2,6,1,250
1406,2,3,6,1,300
1408,0,1,6,1,200
1408,1,2,6,1,250
1408,2,3,6,1,300
1410,0,1,6,1,200
1410,1,2,6,1,250
1410,2,3,6,1,300
1412,0,1,6,1,200
1412,1,2,6,1,250
1412,2,3,6,1,300
1414,0,1,6,1,200
1414,1,2,6,1,250
1414,2,3,6,1,300
1416,0,1,6,1,200
1416,1,2,6,1,250
1416,2,3,6,1,300
1418,0,1,6,1,200
1418,1,2,6,1,250
1418,2,3,6,1,300
1420,0,1,6,1,200
1420,1,2,6,1,250
1420,2,3,6,1,300
1422,0,1,6,1,200
1422,1,2,6,1,250
1422,2,3,6,1,300
1424,0,1,6,1,200
1424,1,2,6,1,250
1424,2,3,6,1,300
1426,0,1,6,1,200
1426,1,2,6,1,250
1426,2,3,6,1,300
1428,0,1,6,1,200
1428,1,2,6,1,250
1428,2,3,6,1,300
1430,0,1,6,1,200
1430,1,2,6,1,250
1430,2,3,6,1,300
1432,0,1,6,1,200
1432,1,2,6,1,250
1432,2,3,6,1,300
1434,0,1,6,1,200
1434,1,2,6,1,250
1434,2,3,6,1,300
1436,0,1,6,1,200
1436,1,2,6,1,250
1436,2,3,6,1,300
1438,0,1,6,1,200
1438,1,2,6,1,250
1438,2,3,6,1,300
1440,0,1,6,1,200
1440,1,2,6,1,250
1440,2,3,6,1,300
1442,0,1,6,1,200
1442,1,2,6,1,250
1442,2,3,6,1,300
1444,0,1,6,1,200
1444,1,2,6,1,250
1444,2,3,6,1,300
1446,0,1,6,1,200
1446,1,2,6,1,250
1446,2,3,6,1,300
1448,0,1,6,1,200
1448,1,2,6,1,250
1448,2,3,6,1,300
1450,0,1,6,1,200
1450,1,2,6,1,250
1450,2,3,6,1,300
1452,0,1,6,1,200
1452,1,2,6,1,250
1452,2,3,6,1,300
1454,0,1,6,1,200
1454,1,2,6,1,250
1454,2,3,6,1,300
1456,0,1,6,1,200
1456,1,2,6,1,250
1456,2,3,6,1,300
1458,0,1,6,1,200
1458,1,2,6,1,250
1458,2,3,6,1,300
1460,0,1,6,1,200
1460,1,2,6,1,250
1460,2,3,6,1,300
1462,0,1,6,1,200
1462,1,2,6,1,250
1462,2,3,6,1,300
1464,0,1,6,1,200
1464,1,2,6,1,250
1464,2,3,6,1,300
1466,0,1,6,1,200
1466,1,2,6,1,250
1466,2,3,6,1,300
1468,0,1,6,1,200
1468,1,2,6,1,250
1468,2,3,6,1,300
1470,0,1,6,1,200
1470,1,2,6,1,250
1470,2,3,6,1,300
1472,0,1,6,1,200
1472,1,2,6,1,250
1472,2,3,6,1,300
1474,0,1,6,1,200
1474,1,2,6,1,250
1474,2,3,6,1,300
1476,0,1,6,1,200
1476,1,2,6,1,250
1476,2,3,6,1,300
1478,0,1,6,1,200
1478,1,2,6,1,250
1478,2,3,6,1,300
1480,0,1,6,1,200
1480,1,2,6,1,250
1480,2,3,6,1,300
1482,0,1,6,1,200
1482,1,2,6,1,250
1482,2,3,6,1,300
1484,0,1,6,1,200
1484,1,2,6,1,250
1484,2,3,6,1,300
1486,0,1,6,1,200
1486,1,2,6,1,250
1486,2,3,6,1,300
1488,0,1,6,1,200
1488,1,2,6,1,250
1488,2,3,6,1,300
1490,0,1,6,1,200
1490,1,2,6,1,250
1490,2,3,6,1,300
1492,0,1,6,1,200
1492,1,2,6,1,250
1492,2,3,6,1,300
1494,0,1,6,1,200
1494,1,2,6,1,250
1494,2,3,6,1,300
1496,0,1,6,1,200
1496,1,2,6,1,250
1496,2,3,6,1,300
1498,0,1,6,1,200
1498,1,2,6,1,250
1498,2,3,6,1,300
1500,0,1,6,1,200
1500,1,2,6,1,250
1500,2,3,6,1,300
1502,0,1,6,1,200
1502,1,2,6,1,250
1502,2,3,6,1,300
1504,0,1,6,1,200
1504,1,2,6,1,250
1504,2,3,6,1,300
