uav_id,cluster_id,throughput_kbps,pdr,avg_delay_ms,sinr_db,jammed,drop_prob
0,0,1.41917,0,0,0.565918,1,0.297363
1,0,0,0,0,0.66145,1,0.293542
2,0,0,0,0,1.98582,1,0.240567
3,0,0,0,0,-10.285,1,0.731399
4,0,0,0,0,-0.930035,1,0.357201
5,0,0,0,0,2.73649,1,0.21054
6,1,0,0,0,-2.09968,1,0.403987
7,1,0,0,0,-3.72124,1,0.468849
8,1,0,0,0,-2.69737,1,0.427895
9,1,0,0,0,1.13104,1,0.274758
10,1,0,0,0,2.9455,1,0.20218
11,1,0,0,0,-3.59282,1,0.463713
12,2,0,0,0,-4.51337,1,0.500535
13,2,0,0,0,-1.1419,1,0.365676
14,2,0,0,0,-8.59703,1,0.663881
15,2,0,0,0,3.54505,1,0.178198
16,2,0,0,0,-19.15,1,0.8
17,2,0,0,0,-9.09262,1,0.683705
