uav_count,pdr,pdr_std,total_throughput_kbps,tput_std,throughput_per_uav_kbps,avg_delay_ms,delay_std,n_rekeys,rekey_std,security_overhead
6,0.7011016666666667,0.020645091676554376,0.163511,0.073209141587646,0.027251833333333333,2.26455,0.5725996876527264,39.0,0.0,0.24
9,0.7187283333333333,0.052787620227979,0.2695733333333334,0.11659304431368679,0.0299525925925926,3.473486666666666,1.392141598413514,42.0,0.0,0.26
12,0.6158786666666667,0.021308024083272765,0.278969,0.06230829995273502,0.02324741666666667,7.144676666666666,7.347600997497982,45.0,0.0,0.28
15,0.502289,0.006796038625552382,0.32648900000000003,0.07197849625408968,0.021765933333333334,6.123773333333333,5.591158043208342,49.0,0.0,0.306667
18,0.5384846666666666,0.03969345520779631,0.39260433333333333,0.03527177194773936,0.021811351851851853,2.8388066666666667,1.0166570088448381,54.0,0.0,0.34
