uav_count,mean_ms,std_ms,ci95,latency_periodic,latency_handover,latency_kdc_init,latency_join,latency_leave
6,3.8073017592592584,1.4467522327405387,0.3858809621508531,0.6767753333333334,0.641155,0.5938863333333333,4.438461538461539,4.255
9,3.8073017592592584,1.4467522327405387,0.3858809621508531,0.6767753333333334,0.641155,0.5938863333333333,4.438461538461539,4.255
12,3.880463961538461,1.404216544532482,0.38167040446949163,0.6767753333333334,0.572141,0.5938863333333333,4.438461538461539,4.315789473684211
15,4.0924789772727275,1.3329986038175576,0.3938759173301672,0.637146,0.572141,0.611321,4.627272727272727,4.423529411764706
18,4.121196951219512,1.3775896894448099,0.4216809937135229,0.637146,0.572141,0.611321,4.671428571428571,4.52
