uav_id,cluster_id,throughput_kbps,pdr,avg_delay_ms,sinr_db,jammed,drop_prob
0,0,0.0425229,1,5.11331,0.468903,1,0.301244
1,0,0,0,0,-4.87362,1,0.514945
2,0,0,0,0,-6.51806,1,0.580722
3,0,0,0,0,-5.76169,1,0.550468
4,0,0,0,0,-4.1473,1,0.485892
5,0,0,0,0,-6.01642,1,0.560657
6,1,0,0,0,-1.76171,1,0.390468
7,1,0,0,0,-0.513303,1,0.340532
8,1,0,0,0,-8.95706,1,0.678283
9,1,0,0,0,-4.82003,1,0.512801
10,1,0,0,0,-5.32004,1,0.532802
11,1,0,0,0,-0.350878,1,0.334035
12,2,0,0,0,-3.71522,1,0.468609
13,2,0,0,0,-4.26961,1,0.490785
14,2,0,0,0,-5.06038,1,0.522415
15,2,0,0,0,1.08841,1,0.276463
16,2,0,0,0,-2.65194,1,0.426078
17,2,0,0,0,0.0988727,1,0.316045
