uav_id,cluster_id,throughput_kbps,pdr,avg_delay_ms,sinr_db,jammed,drop_prob
0,0,0.0425229,1,4.65243,-5.98565,1,0.559426
1,0,0,0,0,-10.1524,1,0.726095
2,0,0,0,0,-1.81506,1,0.392603
3,0,0,0,0,-16.2714,1,0.8
4,0,0,0,0,-11.9929,1,0.799716
5,0,0,0,0,-10.4548,1,0.738191
6,1,0,0,0,-7.83443,1,0.633377
7,1,0,0,0,-3.0521,1,0.442084
8,1,0,0,0,-1.1483,1,0.365932
9,1,0,0,0,-4.00054,1,0.480022
10,1,0,0,0,0.524236,1,0.299031
11,1,0,0,0,-6.62678,1,0.585071
12,2,0,0,0,1.1424,1,0.274304
13,2,0,0,0,1.05791,1,0.277684
14,2,0,0,0,-5.8902,1,0.555608
15,2,0,0,0,1.63286,1,0.254686
16,2,0,0,0,0.329313,1,0.306827
17,2,0,0,0,-8.14572,1,0.645829
