uav_id,cluster_id,sinr_db,jammed,drop_prob,impact
0,0,2.19582,1,0.232167,0.290209
1,0,2.56847,1,0.217261,0.271576
2,0,2.56739,1,0.217304,0.27163
3,0,-5.50657,1,0.540263,0.675329
4,0,2.75844,1,0.209662,0.262078
5,0,-1.98702,1,0.399481,0.499351
6,1,1.11539,1,0.275384,0.34423
7,1,-5.43911,1,0.537564,0.671956
8,1,1.06829,1,0.277268,0.346585
9,1,2.10885,1,0.235646,0.294558
10,1,-1.13862,1,0.365545,0.456931
11,1,1.72571,1,0.250971,0.313714
12,2,0.242116,1,0.310315,0.387894
13,2,1.30232,1,0.267907,0.334884
14,2,0.252436,1,0.309903,0.387378
15,2,-0.361943,1,0.334478,0.418097
16,2,-3.1786,1,0.447144,0.55893
17,2,3.22893,1,0.190843,0.238553
