metric,value
sim_duration_s,300
global_throughput_kbps,3.05889
global_pdr,0.215768
global_avg_delay_ms,3.65888
global_jitter_ms,2.11052
total_tx,201
total_rx,41
total_lost,160
routing_overhead_ratio,0.972135
ctrl_bytes_per_sec,828
avg_rekey_latency_ms,0
total_rekeys,903
global_avg_sinr_db,0.195684
global_min_sinr_db,-5.50657
jammed_uav_count,18
