metric,value
sim_duration_s,300
global_throughput_kbps,0.91182
global_pdr,0.216449
global_avg_delay_ms,3.94266
global_jitter_ms,1.28053
total_tx,168
total_rx,38
total_lost,128
routing_overhead_ratio,0.974041
ctrl_bytes_per_sec,828
avg_rekey_latency_ms,0
total_rekeys,903
global_avg_sinr_db,-0.291267
global_min_sinr_db,-16.0515
jammed_uav_count,18
