uav_id,cluster_id,throughput_kbps,pdr,avg_delay_ms,sinr_db,jammed,drop_prob
0,0,0.91182,0.25,6.42257,-6.86951,1,0.59478
1,0,0,0,0,-3.79542,1,0.471817
2,0,0,0,0,3.74022,1,0.170391
3,0,0,0,0,-6.40867,1,0.576347
4,0,0,0,0,0.918697,1,0.283252
5,0,0,0,0,1.70182,1,0.251927
6,1,0,0,0,4.81633,1,0.127347
7,1,0,0,0,-3.97665,1,0.479066
8,1,0,0,0,0.577989,1,0.29688
9,1,0,0,0,-16.0515,1,0.8
10,1,0,0,0,1.41698,1,0.263321
11,1,0,0,0,3.17787,1,0.192885
12,2,0,0,0,1.57179,1,0.257128
13,2,0,0,0,4.62024,1,0.13519
14,2,0,0,0,3.7755,1,0.16898
15,2,0,0,0,2.75667,1,0.209733
16,2,0,0,0,-0.931851,1,0.357274
17,2,0,0,0,3.71668,1,0.171333
