uav_id,cluster_id,throughput_kbps,pdr,avg_delay_ms,sinr_db,jammed,drop_prob
0,0,0.0425228,1,5.43311,0.869365,1,0.285225
1,0,0,0,0,-18.0211,1,0.8
2,0,0,0,0,-12.2189,1,0.8
3,0,0,0,0,-2.909,1,0.43636
4,0,0,0,0,-0.432819,1,0.337313
5,0,0,0,0,4.35282,1,0.145887
6,1,0,0,0,-3.01036,1,0.440414
7,1,0,0,0,1.57892,1,0.256843
8,1,0,0,0,2.07062,1,0.237175
9,1,0,0,0,-14.2767,1,0.8
10,1,0,0,0,-14.1501,1,0.8
11,1,0,0,0,4.3466,1,0.146136
12,2,0,0,0,3.1625,1,0.1935
13,2,0,0,0,-3.84184,1,0.473674
14,2,0,0,0,2.34758,1,0.226097
15,2,0,0,0,0.44202,1,0.302319
16,2,0,0,0,1.99208,1,0.240317
17,2,0,0,0,3.90634,1,0.163747
