metric,value
sim_duration_s,300
global_throughput_kbps,2.29545
global_pdr,0.259799
global_avg_delay_ms,5.50249
global_jitter_ms,2.62453
total_tx,158
total_rx,43
total_lost,115
routing_overhead_ratio,0.970843
ctrl_bytes_per_sec,828
avg_rekey_latency_ms,0
total_rekeys,903
global_avg_sinr_db,-1.36982
global_min_sinr_db,-11.2557
jammed_uav_count,18
