uav_id,cluster_id,throughput_kbps,pdr,avg_delay_ms,sinr_db,jammed,drop_prob
0,0,0.777363,0.333333,2.87175,-0.117117,1,0.324685
1,0,0,0,0,-8.86716,1,0.674686
2,0,0,0,0,-1.75815,1,0.390326
3,0,0,0,0,3.62576,1,0.174969
4,0,0,0,0,2.86763,1,0.205295
5,0,0,0,0,-0.995688,1,0.359828
6,1,0,0,0,5.58063,1,0.0967748
7,1,0,0,0,-8.50743,1,0.660297
8,1,0,0,0,2.51612,1,0.219355
9,1,0,0,0,-7.73437,1,0.629375
10,1,0,0,0,0.223147,1,0.311074
11,1,0,0,0,-7.17667,1,0.607067
12,2,0,0,0,3.78973,1,0.168411
13,2,0,0,0,2.14766,1,0.234094
14,2,0,0,0,2.40106,1,0.223958
15,2,0,0,0,0.790133,1,0.288395
16,2,0,0,0,4.01932,1,0.159227
17,2,0,0,0,2.33022,1,0.226791
