metric,value
sim_duration_s,300
global_throughput_kbps,0.777363
global_pdr,0.330171
global_avg_delay_ms,3.69925
global_jitter_ms,2.44866
total_tx,224
total_rx,79
total_lost,142
routing_overhead_ratio,0.947614
ctrl_bytes_per_sec,828
avg_rekey_latency_ms,0
total_rekeys,898
global_avg_sinr_db,-0.270288
global_min_sinr_db,-8.86716
jammed_uav_count,18
