metric,value
sim_duration_s,300
global_throughput_kbps,1.96491
global_pdr,0.275287
global_avg_delay_ms,3.99017
global_jitter_ms,1.63191
total_tx,144
total_rx,50
total_lost,94
routing_overhead_ratio,0.966278
ctrl_bytes_per_sec,828
avg_rekey_latency_ms,0
total_rekeys,903
global_avg_sinr_db,-0.187456
global_min_sinr_db,-7.63923
jammed_uav_count,18
