uav_id,cluster_id,throughput_kbps,pdr,avg_delay_ms,sinr_db,jammed,drop_prob
0,0,0.0425228,1,5.52829,4.60579,1,0.135768
1,0,0,0,0,2.30144,1,0.227942
2,0,0,0,0,5.44239,1,0.102304
3,0,0,0,0,3.68854,1,0.172458
4,0,0,0,0,-6.92023,1,0.596809
5,0,0,0,0,4.08011,1,0.156796
6,1,0,0,0,1.70228,1,0.251909
7,1,0,0,0,3.67095,1,0.173162
8,1,0,0,0,4.23854,1,0.150458
9,1,0,0,0,5.05121,1,0.117952
10,1,0,0,0,5.13204,1,0.114718
11,1,0,0,0,-3.87053,1,0.474821
12,2,0,0,0,0.309265,1,0.307629
13,2,0,0,0,1.92949,1,0.24282
14,2,0,0,0,-1.84101,1,0.393641
15,2,0,0,0,-0.396877,1,0.335875
16,2,0,0,0,-0.463065,1,0.338523
17,2,0,0,0,-1.63723,1,0.385489
