metric,value
sim_duration_s,300
global_throughput_kbps,1.08982
global_pdr,0.268455
global_avg_delay_ms,3.80459
global_jitter_ms,2.43313
total_tx,181
total_rx,51
total_lost,126
routing_overhead_ratio,0.965515
ctrl_bytes_per_sec,828
avg_rekey_latency_ms,0
total_rekeys,898
global_avg_sinr_db,-2.83616
global_min_sinr_db,-15.91
jammed_uav_count,18
