uav_id,cluster_id,throughput_kbps,pdr,avg_delay_ms,sinr_db,jammed,drop_prob
0,0,3.3044,0,0,-13.2658,1,0.8
1,0,0,0,0,-8.26889,1,0.650756
2,0,0,0,0,-8.13705,1,0.645482
3,0,0,0,0,-6.22586,1,0.569034
4,0,0,0,0,2.3136,1,0.227456
5,0,0,0,0,-5.36303,1,0.534521
6,1,0,0,0,0.193176,1,0.312273
7,1,0,0,0,0.343421,1,0.306263
8,1,0,0,0,-2.75353,1,0.430141
9,1,0,0,0,-3.18385,1,0.447354
10,1,0,0,0,-2.67742,1,0.427097
11,1,0,0,0,-1.77937,1,0.391175
12,2,0,0,0,-0.895299,1,0.355812
13,2,0,0,0,-2.98352,1,0.439341
14,2,0,0,0,0.847459,1,0.286102
15,2,0,0,0,1.99645,1,0.240142
16,2,0,0,0,1.03201,1,0.278719
17,2,0,0,0,0.899119,1,0.284035
